 0--1         0->1
 42--14         42->34->26->27->19->11->12->13->14
 42--15         42->34->26->27->19->11->12->13->14->15
 42--16         42->34->26->25->17->16
 42--17         42->34->26->25->17
 42--19         42->34->26->27->19
 42--20         42->34->26->27->19->20
 42--21         42->34->26->27->19->20->21
 42--22         42->34->26->27->19->20->21->22
 42--23         42->34->26->27->19->20->21->22->23
 42--24         42->34->26->25->24
 42--25         42->34->26->25
 42--26         42->34->26
 42--27         42->34->26->27
 42--28         42->34->26->27->28
 42--29         42->34->26->27->28->29
 42--30         42->34->26->27->28->29->30
 42--31         42->34->26->27->28->29->30->31
 42--32         42->34->33->32
 42--33         42->34->33
 42--34         42->34
 42--36         42->43->44->36
 42--37         42->43->44->36->37
 42--38         42->43->44->36->37->38
 42--39         42->43->44->36->37->38->39
 42--40         42->41->40
 42--41         42->41
 42--43         42->43
 42--44         42->43->44
 42--45         42->43->44->45
 42--46         42->43->44->45->46
 42--47         42->43->44->45->46->47
 42--48         42->50->49->48
 42--49         42->50->49
 42--50         42->50
 42--51         42->50->51
 42--52         42->50->51->52
 42--53         42->50->51->52->53
 42--54         42->50->51->52->53->54
 42--55         42->50->51->52->53->54->55
 42--56         42->50->58->57->56
 42--57         42->50->58->57
 42--58         42->50->58
 42--59         42->50->58->59
 42--60         42->50->58->59->60
 42--61         42->50->58->59->60->61
 42--62         42->50->58->59->60->61->62
 42--63         42->50->58->59->60->61->62->63
 43--0         43->42->34->26->25->17->9->1->0
 43--1         43->42->34->26->25->17->9->1
 43--2         43->44->36->28->20->12->11->10->2
 43--4         43->44->36->28->20->12->4
 43--5         43->44->36->28->20->12->4->5
 43--6         43->44->36->28->20->12->4->5->6
 43--7         43->44->36->28->20->12->4->5->6->7
 43--8         43->42->34->26->25->17->9->8
 43--9         43->42->34->26->25->17->9
 43--10         43->44->36->28->20->12->11->10
 43--11         43->44->36->28->20->12->11
 43--12         43->44->36->28->20->12
 43--13         43->44->36->28->20->12->13
 43--14         43->44->36->28->20->12->13->14
 43--15         43->44->36->28->20->12->13->14->15
 43--16         43->42->34->26->25->17->16
 43--17         43->42->34->26->25->17
 43--19         43->44->36->28->20->19
 43--20         43->44->36->28->20
 43--21         43->44->36->28->20->21
 43--22         43->44->36->28->20->21->22
 43--23         43->44->36->28->20->21->22->23
 43--24         43->42->34->26->25->24
 43--25         43->42->34->26->25
 43--26         43->42->34->26
 43--27         43->44->36->28->27
 43--28         43->44->36->28
 43--29         43->44->36->28->29
 43--30         43->44->36->28->29->30
 43--31         43->44->36->28->29->30->31
 43--32         43->42->34->33->32
 43--33         43->42->34->33
 43--34         43->42->34
 43--36         43->44->36
 43--37         43->44->36->37
 43--38         43->44->36->37->38
 43--39         43->44->36->37->38->39
 43--40         43->42->41->40
 43--41         43->42->41
 43--42         43->42
 43--44         43->44
 43--45         43->44->45
 43--46         43->44->45->46
 43--47         43->44->45->46->47
 43--48         43->51->50->49->48
 43--49         43->51->50->49
 43--50         43->51->50
 43--51         43->51
 43--52         43->51->52
 43--53         43->51->52->53
 43--54         43->51->52->53->54
 43--55         43->51->52->53->54->55
 43--56         43->51->59->58->57->56
 43--57         43->51->59->58->57
 43--58         43->51->59->58
 43--59         43->51->59
 43--60         43->51->59->60
 43--61         43->51->59->60->61
 43--62         43->51->59->60->61->62
 43--63         43->51->59->60->61->62->63
 44--0         44->36->28->20->12->11->10->2->1->0
 44--1         44->36->28->20->12->11->10->2->1
 44--2         44->36->28->20->12->11->10->2
 44--4         44->36->28->20->12->4
 44--5         44->36->28->20->12->4->5
 44--6         44->36->28->20->12->4->5->6
 44--7         44->36->28->20->12->4->5->6->7
 44--8         44->36->28->20->12->11->10->9->8
 44--9         44->36->28->20->12->11->10->9
 44--10         44->36->28->20->12->11->10
 44--11         44->36->28->20->12->11
 44--12         44->36->28->20->12
 44--13         44->36->28->20->12->13
 44--14         44->36->28->20->12->13->14
 44--15         44->36->28->20->12->13->14->15
 44--16         44->36->28->27->26->25->17->16
 44--17         44->36->28->27->26->25->17
 44--19         44->36->28->20->19
 44--20         44->36->28->20
 44--21         44->36->28->20->21
 44--22         44->36->28->20->21->22
 44--23         44->36->28->20->21->22->23
 44--24         44->36->28->27->26->25->24
 44--25         44->36->28->27->26->25
 44--26         44->36->28->27->26
 44--27         44->36->28->27
 44--28         44->36->28
 44--29         44->36->28->29
 44--30         44->36->28->29->30
 44--31         44->36->28->29->30->31
 44--32         44->43->42->34->33->32
 44--33         44->43->42->34->33
 44--34         44->43->42->34
 44--36         44->36
 44--37         44->36->37
 44--38         44->36->37->38
 44--39         44->36->37->38->39
 44--40         44->43->42->41->40
 44--41         44->43->42->41
 44--42         44->43->42
 44--43         44->43
 44--45         44->45
 44--46         44->45->46
 44--47         44->45->46->47
 44--48         44->52->51->50->49->48
 44--49         44->52->51->50->49
 44--50         44->52->51->50
 44--51         44->52->51
 44--52         44->52
 44--53         44->52->53
 44--54         44->52->53->54
 44--55         44->52->53->54->55
 44--56         44->52->60->59->58->57->56
 44--57         44->52->60->59->58->57
 44--58         44->52->60->59->58
 44--59         44->52->60->59
 44--60         44->52->60
 44--61         44->52->60->61
 44--62         44->52->60->61->62
 44--63         44->52->60->61->62->63
 45--0         45->37->29->21->13->12->11->10->2->1->0
 45--1         45->37->29->21->13->12->11->10->2->1
 45--2         45->37->29->21->13->12->11->10->2
 45--4         45->37->29->21->13->5->4
 45--5         45->37->29->21->13->5
 45--6         45->37->29->21->13->5->6
 45--7         45->37->29->21->13->5->6->7
 45--8         45->37->29->21->13->12->11->10->9->8
 45--9         45->37->29->21->13->12->11->10->9
 45--10         45->37->29->21->13->12->11->10
 45--11         45->37->29->21->13->12->11
 45--12         45->37->29->21->13->12
 45--13         45->37->29->21->13
 45--14         45->37->29->21->13->14
 45--15         45->37->29->21->13->14->15
 45--16         45->37->29->28->27->26->25->17->16
 45--17         45->37->29->28->27->26->25->17
 45--19         45->37->29->21->20->19
 45--20         45->37->29->21->20
 45--21         45->37->29->21
 45--22         45->37->29->21->22
 45--23         45->37->29->21->22->23
 45--24         45->37->29->28->27->26->25->24
 45--25         45->37->29->28->27->26->25
 45--26         45->37->29->28->27->26
 45--27         45->37->29->28->27
 45--28         45->37->29->28
 45--29         45->37->29
 45--30         45->37->29->30
 45--31         45->37->29->30->31
 45--32         45->44->43->42->34->33->32
 45--33         45->44->43->42->34->33
 45--34         45->44->43->42->34
 45--36         45->37->36
 45--37         45->37
 45--38         45->37->38
 45--39         45->37->38->39
 45--40         45->44->43->42->41->40
 45--41         45->44->43->42->41
 45--42         45->44->43->42
 45--43         45->44->43
 45--44         45->44
 45--46         45->46
 45--47         45->46->47
 45--48         45->53->52->51->50->49->48
 45--49         45->53->52->51->50->49
 45--50         45->53->52->51->50
 45--51         45->53->52->51
 45--52         45->53->52
 45--53         45->53
 45--54         45->53->54
 45--55         45->53->54->55
 45--56         45->53->61->60->59->58->57->56
 45--57         45->53->61->60->59->58->57
 45--58         45->53->61->60->59->58
 45--59         45->53->61->60->59
 45--60         45->53->61->60
 45--61         45->53->61
 45--62         45->53->61->62
 45--63         45->53->61->62->63
 46--0         46->38->30->22->14->13->12->11->10->2->1->0
 46--1         46->38->30->22->14->13->12->11->10->2->1
 46--2         46->38->30->22->14->13->12->11->10->2
 46--4         46->38->30->22->14->6->5->4
 46--5         46->38->30->22->14->6->5
 46--6         46->38->30->22->14->6
 46--7         46->38->30->22->14->6->7
 46--8         46->38->30->22->14->13->12->11->10->9->8
 46--9         46->38->30->22->14->13->12->11->10->9
 46--10         46->38->30->22->14->13->12->11->10
 46--11         46->38->30->22->14->13->12->11
 46--12         46->38->30->22->14->13->12
 46--13         46->38->30->22->14->13
 46--14         46->38->30->22->14
 46--15         46->38->30->22->14->15
 46--16         46->38->30->29->28->27->26->25->17->16
 46--17         46->38->30->29->28->27->26->25->17
 46--19         46->38->30->22->21->20->19
 46--20         46->38->30->22->21->20
 46--21         46->38->30->22->21
 46--22         46->38->30->22
 46--23         46->38->30->22->23
 46--24         46->38->30->29->28->27->26->25->24
 46--25         46->38->30->29->28->27->26->25
 46--26         46->38->30->29->28->27->26
 46--27         46->38->30->29->28->27
 46--28         46->38->30->29->28
 46--29         46->38->30->29
 46--30         46->38->30
 46--31         46->38->30->31
 46--32         46->45->44->43->42->34->33->32
 46--33         46->45->44->43->42->34->33
 46--34         46->45->44->43->42->34
 46--36         46->38->37->36
 46--37         46->38->37
 46--38         46->38
 46--39         46->38->39
 46--40         46->45->44->43->42->41->40
 46--41         46->45->44->43->42->41
 46--42         46->45->44->43->42
 46--43         46->45->44->43
 46--44         46->45->44
 46--45         46->45
 46--47         46->47
 46--48         46->54->53->52->51->50->49->48
 46--49         46->54->53->52->51->50->49
 46--50         46->54->53->52->51->50
 46--51         46->54->53->52->51
 46--52         46->54->53->52
 46--53         46->54->53
 46--54         46->54
 46--55         46->54->55
 46--56         46->54->62->61->60->59->58->57->56
 46--57         46->54->62->61->60->59->58->57
 46--58         46->54->62->61->60->59->58
 46--59         46->54->62->61->60->59
 46--60         46->54->62->61->60
 46--61         46->54->62->61
 46--62         46->54->62
 46--63         46->54->62->63
 47--0         47->39->31->23->15->14->13->12->11->10->2->1->0
 47--1         47->39->31->23->15->14->13->12->11->10->2->1
 47--2         47->39->31->23->15->14->13->12->11->10->2
 47--4         47->39->31->23->15->7->6->5->4
 47--5         47->39->31->23->15->7->6->5
 47--6         47->39->31->23->15->7->6
 47--7         47->39->31->23->15->7
 47--8         47->39->31->23->15->14->13->12->11->10->9->8
 47--9         47->39->31->23->15->14->13->12->11->10->9
 47--10         47->39->31->23->15->14->13->12->11->10
 47--11         47->39->31->23->15->14->13->12->11
 47--12         47->39->31->23->15->14->13->12
 47--13         47->39->31->23->15->14->13
 47--14         47->39->31->23->15->14
 47--15         47->39->31->23->15
 47--16         47->39->31->30->29->28->27->26->25->17->16
 47--17         47->39->31->30->29->28->27->26->25->17
 47--19         47->39->31->23->22->21->20->19
 47--20         47->39->31->23->22->21->20
 47--21         47->39->31->23->22->21
 47--22         47->39->31->23->22
 47--23         47->39->31->23
 47--24         47->39->31->30->29->28->27->26->25->24
 47--25         47->39->31->30->29->28->27->26->25
 47--26         47->39->31->30->29->28->27->26
 47--27         47->39->31->30->29->28->27
 47--28         47->39->31->30->29->28
 47--29         47->39->31->30->29
 47--30         47->39->31->30
 47--31         47->39->31
 47--32         47->46->45->44->43->42->34->33->32
 47--33         47->46->45->44->43->42->34->33
 47--34         47->46->45->44->43->42->34
 47--36         47->39->38->37->36
 47--37         47->39->38->37
 47--38         47->39->38
 47--39         47->39
 47--40         47->46->45->44->43->42->41->40
 47--41         47->46->45->44->43->42->41
 47--42         47->46->45->44->43->42
 47--43         47->46->45->44->43
 47--44         47->46->45->44
 47--45         47->46->45
 47--46         47->46
 47--48         47->55->54->53->52->51->50->49->48
 47--49         47->55->54->53->52->51->50->49
 47--50         47->55->54->53->52->51->50
 47--51         47->55->54->53->52->51
 47--52         47->55->54->53->52
 47--53         47->55->54->53
 47--54         47->55->54
 47--55         47->55
 47--56         47->55->63->62->61->60->59->58->57->56
 47--57         47->55->63->62->61->60->59->58->57
 47--58         47->55->63->62->61->60->59->58
 47--59         47->55->63->62->61->60->59
 47--60         47->55->63->62->61->60
 47--61         47->55->63->62->61
 47--62         47->55->63->62
 47--63         47->55->63
 48--0         48->40->32->24->16->8->0
 48--1         48->40->32->24->16->8->0->1
 48--2         48->40->32->24->16->8->0->1->2
 48--4         48->40->32->24->16->8->9->10->11->12->4
 48--5         48->40->32->24->16->8->9->10->11->12->4->5
 48--6         48->40->32->24->16->8->9->10->11->12->4->5->6
 48--7         48->40->32->24->16->8->9->10->11->12->4->5->6->7
 48--8         48->40->32->24->16->8
 48--9         48->40->32->24->16->8->9
 48--10         48->40->32->24->16->8->9->10
 48--11         48->40->32->24->16->8->9->10->11
 48--12         48->40->32->24->16->8->9->10->11->12
 48--13         48->40->32->24->16->8->9->10->11->12->13
 48--14         48->40->32->24->16->8->9->10->11->12->13->14
 48--15         48->40->32->24->16->8->9->10->11->12->13->14->15
 48--16         48->40->32->24->16
 48--17         48->40->32->24->16->17
 48--19         48->40->32->24->25->26->27->19
 48--20         48->40->32->24->25->26->27->19->20
 48--21         48->40->32->24->25->26->27->19->20->21
 48--22         48->40->32->24->25->26->27->19->20->21->22
 48--23         48->40->32->24->25->26->27->19->20->21->22->23
 48--24         48->40->32->24
 48--25         48->40->32->24->25
 48--26         48->40->32->24->25->26
 48--27         48->40->32->24->25->26->27
 48--28         48->40->32->24->25->26->27->28
 48--29         48->40->32->24->25->26->27->28->29
 48--30         48->40->32->24->25->26->27->28->29->30
 48--31         48->40->32->24->25->26->27->28->29->30->31
 48--32         48->40->32
 48--33         48->40->32->33
 48--34         48->40->32->33->34
 48--36         48->40->41->42->43->44->36
 48--37         48->40->41->42->43->44->36->37
 48--38         48->40->41->42->43->44->36->37->38
 48--39         48->40->41->42->43->44->36->37->38->39
 48--40         48->40
 48--41         48->40->41
 48--42         48->40->41->42
 48--43         48->40->41->42->43
 48--44         48->40->41->42->43->44
 48--45         48->40->41->42->43->44->45
 48--46         48->40->41->42->43->44->45->46
 48--47         48->40->41->42->43->44->45->46->47
 48--49         48->49
 48--50         48->49->50
 48--51         48->49->50->51
 48--52         48->49->50->51->52
 48--53         48->49->50->51->52->53
 48--54         48->49->50->51->52->53->54
 48--55         48->49->50->51->52->53->54->55
 48--56         48->56
 48--57         48->56->57
 48--58         48->56->57->58
 48--59         48->56->57->58->59
 48--60         48->56->57->58->59->60
 48--61         48->56->57->58->59->60->61
 48--62         48->56->57->58->59->60->61->62
 48--63         48->56->57->58->59->60->61->62->63
 49--0         49->41->33->25->17->9->1->0
 49--1         49->41->33->25->17->9->1
 49--2         49->41->33->25->17->9->1->2
 49--4         49->41->33->25->17->9->10->11->12->4
 49--5         49->41->33->25->17->9->10->11->12->4->5
 49--6         49->41->33->25->17->9->10->11->12->4->5->6
 49--7         49->41->33->25->17->9->10->11->12->4->5->6->7
 49--8         49->41->33->25->17->9->8
 49--9         49->41->33->25->17->9
 49--10         49->41->33->25->17->9->10
 49--11         49->41->33->25->17->9->10->11
 49--12         49->41->33->25->17->9->10->11->12
 49--13         49->41->33->25->17->9->10->11->12->13
 49--14         49->41->33->25->17->9->10->11->12->13->14
 49--15         49->41->33->25->17->9->10->11->12->13->14->15
 49--16         49->41->33->25->17->16
 49--17         49->41->33->25->17
 49--19         49->41->33->25->26->27->19
 49--20         49->41->33->25->26->27->19->20
 49--21         49->41->33->25->26->27->19->20->21
 49--22         49->41->33->25->26->27->19->20->21->22
 49--23         49->41->33->25->26->27->19->20->21->22->23
 49--24         49->41->33->25->24
 49--25         49->41->33->25
 49--26         49->41->33->25->26
 49--27         49->41->33->25->26->27
 49--28         49->41->33->25->26->27->28
 49--29         49->41->33->25->26->27->28->29
 49--30         49->41->33->25->26->27->28->29->30
 49--31         49->41->33->25->26->27->28->29->30->31
 49--32         49->41->33->32
 49--33         49->41->33
 49--34         49->41->33->34
 49--36         49->41->42->43->44->36
 49--37         49->41->42->43->44->36->37
 49--38         49->41->42->43->44->36->37->38
 49--39         49->41->42->43->44->36->37->38->39
 49--40         49->41->40
 49--41         49->41
 49--42         49->41->42
 49--43         49->41->42->43
 49--44         49->41->42->43->44
 49--45         49->41->42->43->44->45
 49--46         49->41->42->43->44->45->46
 49--47         49->41->42->43->44->45->46->47
 49--48         49->48
 49--50         49->50
 49--51         49->50->51
 49--52         49->50->51->52
 49--53         49->50->51->52->53
 49--54         49->50->51->52->53->54
 49--55         49->50->51->52->53->54->55
 49--56         49->57->56
 49--57         49->57
 49--58         49->57->58
 49--59         49->57->58->59
 49--60         49->57->58->59->60
 49--61         49->57->58->59->60->61
 49--62         49->57->58->59->60->61->62
 49--63         49->57->58->59->60->61->62->63
 50--0         50->42->34->26->25->17->9->1->0
 50--1         50->42->34->26->25->17->9->1
 50--2         50->42->34->26->27->19->11->10->2
 50--4         50->42->34->26->27->19->11->12->4
 50--5         50->42->34->26->27->19->11->12->4->5
 50--6         50->42->34->26->27->19->11->12->4->5->6
 50--7         50->42->34->26->27->19->11->12->4->5->6->7
 50--8         50->42->34->26->25->17->9->8
 50--9         50->42->34->26->25->17->9
 50--10         50->42->34->26->27->19->11->10
 50--11         50->42->34->26->27->19->11
 50--12         50->42->34->26->27->19->11->12
 50--13         50->42->34->26->27->19->11->12->13
 50--14         50->42->34->26->27->19->11->12->13->14
 50--15         50->42->34->26->27->19->11->12->13->14->15
 50--16         50->42->34->26->25->17->16
 50--17         50->42->34->26->25->17
 50--19         50->42->34->26->27->19
 50--20         50->42->34->26->27->19->20
 50--21         50->42->34->26->27->19->20->21
 50--22         50->42->34->26->27->19->20->21->22
 50--23         50->42->34->26->27->19->20->21->22->23
 50--24         50->42->34->26->25->24
 50--25         50->42->34->26->25
 50--26         50->42->34->26
 50--27         50->42->34->26->27
 50--28         50->42->34->26->27->28
 50--29         50->42->34->26->27->28->29
 50--30         50->42->34->26->27->28->29->30
 50--31         50->42->34->26->27->28->29->30->31
 50--32         50->42->34->33->32
 50--33         50->42->34->33
 50--34         50->42->34
 50--36         50->42->43->44->36
 50--37         50->42->43->44->36->37
 50--38         50->42->43->44->36->37->38
 50--39         50->42->43->44->36->37->38->39
 50--40         50->42->41->40
 50--41         50->42->41
 50--42         50->42
 50--43         50->42->43
 50--44         50->42->43->44
 50--45         50->42->43->44->45
 50--46         50->42->43->44->45->46
 50--47         50->42->43->44->45->46->47
 50--48         50->49->48
 50--49         50->49
 50--51         50->51
 50--52         50->51->52
 50--53         50->51->52->53
 50--54         50->51->52->53->54
 50--55         50->51->52->53->54->55
 50--56         50->58->57->56
 50--57         50->58->57
 50--58         50->58
 50--59         50->58->59
 50--60         50->58->59->60
 50--61         50->58->59->60->61
 50--62         50->58->59->60->61->62
 50--63         50->58->59->60->61->62->63
 51--0         51->43->42->34->26->25->17->9->1->0
 51--1         51->43->42->34->26->25->17->9->1
 51--2         51->43->44->36->28->20->12->11->10->2
 51--4         51->43->44->36->28->20->12->4
 51--5         51->43->44->36->28->20->12->4->5
 51--6         51->43->44->36->28->20->12->4->5->6
 51--7         51->43->44->36->28->20->12->4->5->6->7
 51--8         51->43->42->34->26->25->17->9->8
 51--9         51->43->42->34->26->25->17->9
 51--10         51->43->44->36->28->20->12->11->10
 51--11         51->43->44->36->28->20->12->11
 51--12         51->43->44->36->28->20->12
 51--13         51->43->44->36->28->20->12->13
 51--14         51->43->44->36->28->20->12->13->14
 51--15         51->43->44->36->28->20->12->13->14->15
 51--16         51->43->42->34->26->25->17->16
 51--17         51->43->42->34->26->25->17
 51--19         51->43->44->36->28->20->19
 51--20         51->43->44->36->28->20
 51--21         51->43->44->36->28->20->21
 51--22         51->43->44->36->28->20->21->22
 51--23         51->43->44->36->28->20->21->22->23
 51--24         51->43->42->34->26->25->24
 51--25         51->43->42->34->26->25
 51--26         51->43->42->34->26
 51--27         51->43->44->36->28->27
 51--28         51->43->44->36->28
 51--29         51->43->44->36->28->29
 51--30         51->43->44->36->28->29->30
 51--31         51->43->44->36->28->29->30->31
 51--32         51->43->42->34->33->32
 51--33         51->43->42->34->33
 51--34         51->43->42->34
 51--36         51->43->44->36
 51--37         51->43->44->36->37
 51--38         51->43->44->36->37->38
 51--39         51->43->44->36->37->38->39
 51--40         51->43->42->41->40
 51--41         51->43->42->41
 51--42         51->43->42
 51--43         51->43
 51--44         51->43->44
 51--45         51->43->44->45
 51--46         51->43->44->45->46
 51--47         51->43->44->45->46->47
 51--48         51->50->49->48
 51--49         51->50->49
 51--50         51->50
 51--52         51->52
 51--53         51->52->53
 51--54         51->52->53->54
 51--55         51->52->53->54->55
 51--56         51->59->58->57->56
 51--57         51->59->58->57
 51--58         51->59->58
 51--59         51->59
 51--60         51->59->60
 51--61         51->59->60->61
 51--62         51->59->60->61->62
 51--63         51->59->60->61->62->63
 52--0         52->44->36->28->20->12->11->10->2->1->0
 52--1         52->44->36->28->20->12->11->10->2->1
 52--2         52->44->36->28->20->12->11->10->2
 52--4         52->44->36->28->20->12->4
 52--5         52->44->36->28->20->12->4->5
 52--6         52->44->36->28->20->12->4->5->6
 52--7         52->44->36->28->20->12->4->5->6->7
 52--8         52->44->36->28->20->12->11->10->9->8
 52--9         52->44->36->28->20->12->11->10->9
 52--10         52->44->36->28->20->12->11->10
 52--11         52->44->36->28->20->12->11
 52--12         52->44->36->28->20->12
 52--13         52->44->36->28->20->12->13
 52--14         52->44->36->28->20->12->13->14
 52--15         52->44->36->28->20->12->13->14->15
 52--16         52->44->36->28->27->26->25->17->16
 52--17         52->44->36->28->27->26->25->17
 52--19         52->44->36->28->20->19
 52--20         52->44->36->28->20
 52--21         52->44->36->28->20->21
 52--22         52->44->36->28->20->21->22
 52--23         52->44->36->28->20->21->22->23
 52--24         52->44->36->28->27->26->25->24
 52--25         52->44->36->28->27->26->25
 52--26         52->44->36->28->27->26
 52--27         52->44->36->28->27
 52--28         52->44->36->28
 52--29         52->44->36->28->29
 52--30         52->44->36->28->29->30
 52--31         52->44->36->28->29->30->31
 52--32         52->44->43->42->34->33->32
 52--33         52->44->43->42->34->33
 52--34         52->44->43->42->34
 52--36         52->44->36
 52--37         52->44->36->37
 52--38         52->44->36->37->38
 52--39         52->44->36->37->38->39
 52--40         52->44->43->42->41->40
 52--41         52->44->43->42->41
 52--42         52->44->43->42
 52--43         52->44->43
 52--44         52->44
 52--45         52->44->45
 52--46         52->44->45->46
 52--47         52->44->45->46->47
 52--48         52->51->50->49->48
 52--49         52->51->50->49
 52--50         52->51->50
 52--51         52->51
 52--53         52->53
 52--54         52->53->54
 52--55         52->53->54->55
 52--56         52->60->59->58->57->56
 52--57         52->60->59->58->57
 52--58         52->60->59->58
 52--59         52->60->59
 52--60         52->60
 52--61         52->60->61
 52--62         52->60->61->62
 52--63         52->60->61->62->63
 53--0         53->45->37->29->21->13->12->11->10->2->1->0
 53--1         53->45->37->29->21->13->12->11->10->2->1
 53--2         53->45->37->29->21->13->12->11->10->2
 53--4         53->45->37->29->21->13->5->4
 53--5         53->45->37->29->21->13->5
 53--6         53->45->37->29->21->13->5->6
 53--7         53->45->37->29->21->13->5->6->7
 53--8         53->45->37->29->21->13->12->11->10->9->8
 53--9         53->45->37->29->21->13->12->11->10->9
 53--10         53->45->37->29->21->13->12->11->10
 53--11         53->45->37->29->21->13->12->11
 53--12         53->45->37->29->21->13->12
 53--13         53->45->37->29->21->13
 53--14         53->45->37->29->21->13->14
 53--15         53->45->37->29->21->13->14->15
 53--16         53->45->37->29->28->27->26->25->17->16
 53--17         53->45->37->29->28->27->26->25->17
 53--19         53->45->37->29->21->20->19
 53--20         53->45->37->29->21->20
 53--21         53->45->37->29->21
 53--22         53->45->37->29->21->22
 53--23         53->45->37->29->21->22->23
 53--24         53->45->37->29->28->27->26->25->24
 53--25         53->45->37->29->28->27->26->25
 53--26         53->45->37->29->28->27->26
 53--27         53->45->37->29->28->27
 53--28         53->45->37->29->28
 53--29         53->45->37->29
 53--30         53->45->37->29->30
 53--31         53->45->37->29->30->31
 53--32         53->45->44->43->42->34->33->32
 53--33         53->45->44->43->42->34->33
 53--34         53->45->44->43->42->34
 53--36         53->45->37->36
 53--37         53->45->37
 53--38         53->45->37->38
 53--39         53->45->37->38->39
 53--40         53->45->44->43->42->41->40
 53--41         53->45->44->43->42->41
 53--42         53->45->44->43->42
 53--43         53->45->44->43
 53--44         53->45->44
 53--45         53->45
 53--46         53->45->46
 53--47         53->45->46->47
 53--48         53->52->51->50->49->48
 53--49         53->52->51->50->49
 53--50         53->52->51->50
 53--51         53->52->51
 53--52         53->52
 53--54         53->54
 53--55         53->54->55
 53--56         53->61->60->59->58->57->56
 53--57         53->61->60->59->58->57
 53--58         53->61->60->59->58
 53--59         53->61->60->59
 53--60         53->61->60
 53--61         53->61
 53--62         53->61->62
 53--63         53->61->62->63
 54--0         54->46->38->30->22->14->13->12->11->10->2->1->0
 54--1         54->46->38->30->22->14->13->12->11->10->2->1
 54--2         54->46->38->30->22->14->13->12->11->10->2
 54--4         54->46->38->30->22->14->6->5->4
 54--5         54->46->38->30->22->14->6->5
 54--6         54->46->38->30->22->14->6
 54--7         54->46->38->30->22->14->6->7
 54--8         54->46->38->30->22->14->13->12->11->10->9->8
 54--9         54->46->38->30->22->14->13->12->11->10->9
 54--10         54->46->38->30->22->14->13->12->11->10
 54--11         54->46->38->30->22->14->13->12->11
 54--12         54->46->38->30->22->14->13->12
 54--13         54->46->38->30->22->14->13
 54--14         54->46->38->30->22->14
 54--15         54->46->38->30->22->14->15
 54--16         54->46->38->30->29->28->27->26->25->17->16
 54--17         54->46->38->30->29->28->27->26->25->17
 54--19         54->46->38->30->22->21->20->19
 54--20         54->46->38->30->22->21->20
 54--21         54->46->38->30->22->21
 54--22         54->46->38->30->22
 54--23         54->46->38->30->22->23
 54--24         54->46->38->30->29->28->27->26->25->24
 54--25         54->46->38->30->29->28->27->26->25
 54--26         54->46->38->30->29->28->27->26
 54--27         54->46->38->30->29->28->27
 54--28         54->46->38->30->29->28
 54--29         54->46->38->30->29
 54--30         54->46->38->30
 54--31         54->46->38->30->31
 54--32         54->46->45->44->43->42->34->33->32
 54--33         54->46->45->44->43->42->34->33
 54--34         54->46->45->44->43->42->34
 54--36         54->46->38->37->36
 54--37         54->46->38->37
 54--38         54->46->38
 54--39         54->46->38->39
 54--40         54->46->45->44->43->42->41->40
 54--41         54->46->45->44->43->42->41
 54--42         54->46->45->44->43->42
 54--43         54->46->45->44->43
 54--44         54->46->45->44
 54--45         54->46->45
 54--46         54->46
 54--47         54->46->47
 54--48         54->53->52->51->50->49->48
 54--49         54->53->52->51->50->49
 54--50         54->53->52->51->50
 54--51         54->53->52->51
 54--52         54->53->52
 54--53         54->53
 54--55         54->55
 54--56         54->62->61->60->59->58->57->56
 54--57         54->62->61->60->59->58->57
 54--58         54->62->61->60->59->58
 54--59         54->62->61->60->59
 54--60         54->62->61->60
 54--61         54->62->61
 54--62         54->62
 54--63         54->62->63
 55--0         55->47->39->31->23->15->14->13->12->11->10->2->1->0
 55--1         55->47->39->31->23->15->14->13->12->11->10->2->1
 55--2         55->47->39->31->23->15->14->13->12->11->10->2
 55--4         55->47->39->31->23->15->7->6->5->4
 55--5         55->47->39->31->23->15->7->6->5
 55--6         55->47->39->31->23->15->7->6
 55--7         55->47->39->31->23->15->7
 55--8         55->47->39->31->23->15->14->13->12->11->10->9->8
 55--9         55->47->39->31->23->15->14->13->12->11->10->9
 55--10         55->47->39->31->23->15->14->13->12->11->10
 55--11         55->47->39->31->23->15->14->13->12->11
 55--12         55->47->39->31->23->15->14->13->12
 55--13         55->47->39->31->23->15->14->13
 55--14         55->47->39->31->23->15->14
 55--15         55->47->39->31->23->15
 55--16         55->47->39->31->30->29->28->27->26->25->17->16
 55--17         55->47->39->31->30->29->28->27->26->25->17
 55--19         55->47->39->31->23->22->21->20->19
 55--20         55->47->39->31->23->22->21->20
 55--21         55->47->39->31->23->22->21
 55--22         55->47->39->31->23->22
 55--23         55->47->39->31->23
 55--24         55->47->39->31->30->29->28->27->26->25->24
 55--25         55->47->39->31->30->29->28->27->26->25
 55--26         55->47->39->31->30->29->28->27->26
 55--27         55->47->39->31->30->29->28->27
 55--28         55->47->39->31->30->29->28
 55--29         55->47->39->31->30->29
 55--30         55->47->39->31->30
 55--31         55->47->39->31
 55--32         55->47->46->45->44->43->42->34->33->32
 55--33         55->47->46->45->44->43->42->34->33
 55--34         55->47->46->45->44->43->42->34
 55--36         55->47->39->38->37->36
 55--37         55->47->39->38->37
 55--38         55->47->39->38
 55--39         55->47->39
 55--40         55->47->46->45->44->43->42->41->40
